x,y,name,confidence
232.081,0.622,stage4,0.7115
1347.451,2.451,vegetative,0.5564
640.860,9.728,vegetative,0.9828
742.506,18.179,stage4,0.9488
398.837,18.955,vegetative,0.9408
155.828,22.961,vegetative,0.6699
491.140,28.464,vegetative,0.9754
281.376,30.820,vegetative,0.9838
428.296,32.557,stage4,0.8208
157.442,38.675,stage4,0.7350
561.849,41.139,vegetative,0.8847
1620.343,48.136,vegetative,0.9837
1890.337,51.564,complete,0.6263
1898.486,51.929,vegetative,0.9216
589.023,55.341,stage4,0.6499
155.702,60.417,vegetative,0.8713
2085.680,66.546,vegetative,0.9164
1006.959,67.799,stage4,0.8966
866.365,69.293,vegetative,0.7376
1527.763,74.949,vegetative,0.9354
1782.287,77.479,vegetative,0.9616
772.830,92.980,stage4,0.9780
140.168,93.520,stage4,0.6471
1575.986,96.257,vegetative,0.9629
897.086,99.710,stage4,0.8843
1660.011,100.211,vegetative,0.9470
1063.877,100.544,vegetative,0.9868
143.230,102.561,vegetative,0.8641
1289.488,105.814,complete,0.4143
1247.608,108.978,vegetative,0.9232
546.827,109.122,stage4,0.7889
1940.205,110.164,stage5,0.8768
1214.267,114.640,stage4,0.4271
1205.077,126.632,complete,0.5697
503.298,127.446,stage4,0.6512
2077.030,128.216,vegetative,0.8740
47.365,132.638,vegetative,0.9588
299.478,133.707,vegetative,0.9815
74.105,139.807,stage4,0.6073
1730.428,143.002,vegetative,0.9395
1352.069,146.898,vegetative,0.9149
524.409,149.496,vegetative,0.8448
1137.884,155.623,vegetative,0.8559
544.299,160.037,stage4,0.8919
1657.992,164.106,vegetative,0.9192
204.486,174.613,vegetative,0.9718
1341.494,182.199,vegetative,0.8977
887.286,188.785,stage4,0.9551
1951.411,190.969,complete,0.7248
1523.673,191.316,vegetative,0.9499
11.895,193.756,vegetative,0.7479
1929.678,194.506,vegetative,0.9451
434.540,195.387,stage4,0.8212
425.639,200.712,vegetative,0.8006
1236.212,205.399,vegetative,0.7108
224.595,208.139,stage4,0.9751
1946.692,215.692,complete,0.4777
1448.654,223.970,vegetative,0.8269
1682.667,233.333,complete,0.5635
1380.149,234.976,vegetative,0.6442
1451.000,238.500,complete,0.3723
1393.938,240.195,stage4,0.5238
1661.465,245.203,vegetative,0.8046
1457.338,250.219,complete,0.6020
1362.368,250.960,complete,0.9270
1094.559,261.238,vegetative,0.7047
1364.276,264.857,vegetative,0.9443
50.694,266.974,vegetative,0.8581
1292.013,268.258,vegetative,0.9371
57.056,270.179,stage4,0.7950
84.709,270.732,vegetative,0.7876
714.526,278.564,stage4,0.9663
1599.514,279.792,vegetative,0.9554
222.914,284.108,stage4,0.9778
1849.484,284.233,vegetative,0.9771
2072.121,285.692,vegetative,0.9900
1072.939,287.169,stage4,0.5355
1936.973,292.865,vegetative,0.7198
1918.708,296.703,vegetative,0.7579
1108.268,310.674,vegetative,0.6143
1351.892,321.113,vegetative,0.9135
2132.902,323.059,stage5,0.3984
297.203,330.871,vegetative,0.9103
731.412,331.052,stage4,0.9014
1462.074,336.757,vegetative,0.9307
1036.111,337.944,vegetative,0.5407
1008.255,344.210,stage4,0.8525
1029.750,345.750,vegetative,0.5335
405.405,346.342,stage4,0.9264
1917.357,351.911,vegetative,0.7322
1047.038,352.654,vegetative,0.7313
1177.678,357.466,vegetative,0.7704
1617.362,359.097,vegetative,0.9543
910.700,363.243,stage4,0.9887
379.823,365.128,vegetative,0.9380
1956.147,368.243,vegetative,0.9337
1181.164,374.325,complete,0.6074
1940.246,376.878,complete,0.6791
1458.176,377.216,vegetative,0.4360
1445.957,380.087,complete,0.3622
1450.661,381.625,stage4,0.3579
1455.699,385.312,complete,0.4945
742.523,387.970,stage4,0.9243
433.433,388.945,stage4,0.9407
2026.670,389.375,vegetative,0.9565
1174.444,390.111,stage4,0.3606
1162.421,391.421,complete,0.3785
281.747,392.876,vegetative,0.8907
1234.333,395.784,vegetative,0.9840
2109.982,396.847,vegetative,0.9383
519.579,399.649,vegetative,0.9883
1457.884,406.762,vegetative,0.8496
11.750,408.689,vegetative,0.8849
1760.383,409.745,vegetative,0.9306
1333.932,415.057,vegetative,0.9421
1.500,419.000,stage4,0.5097
562.578,441.500,stage4,0.6949
1021.405,443.723,stage4,0.8514
1118.434,457.551,vegetative,0.6981
546.020,462.703,vegetative,0.9238
1297.736,472.840,vegetative,0.9393
475.488,485.976,vegetative,0.7926
10.032,493.208,stage4,0.6796
1155.979,495.857,vegetative,0.6581
496.253,513.407,stage4,0.9252
738.392,520.072,stage4,0.9449
16.789,523.475,vegetative,0.8151
1077.751,524.868,stage4,0.5988
905.602,527.267,stage4,0.9735
1075.125,534.375,vegetative,0.4788
297.082,536.798,stage4,0.8916
1085.224,542.339,vegetative,0.6286
1663.360,546.087,vegetative,0.9274
1560.850,550.550,complete,0.4211
1331.901,551.911,vegetative,0.7891
281.513,553.167,vegetative,0.6892
1545.881,554.286,vegetative,0.8012
1559.500,564.500,stage4,0.4254
2105.387,566.703,vegetative,0.9174
347.728,567.444,vegetative,0.8934
1859.806,576.977,vegetative,0.7390
412.440,581.160,vegetative,0.5479
1550.769,581.192,stage4,0.4121
281.708,585.140,vegetative,0.9564
428.256,586.134,stage4,0.8550
1859.380,592.259,stage4,0.5783
1855.577,601.051,vegetative,0.5829
