x,y,name,confidence
1113.283,192.993,stage4,0.9855
290.387,207.867,stage4,0.9879
1384.423,301.979,stage4,0.9858
86.304,305.089,stage4,0.9638
578.594,332.159,stage4,0.9911
573.399,375.875,stage4,0.9950
1177.435,455.697,stage4,0.9144
1174.941,469.275,stage5,0.5386
1746.435,474.043,stage4,0.9930
1247.511,627.018,stage4,0.9921
1602.875,693.125,vegetative,0.4874
1605.138,696.741,stage4,0.5869
2008.930,755.031,vegetative,0.9882
2038.408,762.602,stage4,0.7492
2023.231,772.757,vegetative,0.9545
2038.306,777.449,stage4,0.6755
1395.034,869.747,stage4,0.9945
1128.600,1081.247,stage4,0.9776
1236.933,1086.822,stage4,0.9495
909.125,1087.375,stage4,0.9101
