x,y,name,confidence
1105.610,1.847,vegetative,0.9036
1215.414,5.874,vegetative,0.9833
1795.805,13.529,vegetative,0.9904
1237.578,14.479,vegetative,0.9942
1146.828,19.141,vegetative,0.9928
805.296,24.205,vegetative,0.8516
2130.488,27.289,vegetative,0.9173
730.824,43.096,vegetative,0.7183
740.831,51.368,stage4,0.5168
686.357,55.605,vegetative,0.9673
285.693,59.446,vegetative,0.8527
1505.076,61.603,vegetative,0.9857
728.636,64.091,vegetative,0.5111
719.120,73.880,stage4,0.6622
851.500,76.500,stage4,0.4982
573.540,78.307,stage4,0.6116
726.152,81.008,vegetative,0.8769
866.252,84.505,vegetative,0.8439
738.168,89.146,stage4,0.6842
2132.787,91.532,stage5,0.7331
765.355,103.614,vegetative,0.8374
647.958,114.794,vegetative,0.9450
380.507,130.544,vegetative,0.8022
2129.495,135.077,vegetative,0.6986
1928.397,139.265,vegetative,0.9914
1137.400,162.547,vegetative,0.9935
662.952,176.011,vegetative,0.7882
954.875,176.149,vegetative,0.9388
87.800,184.200,vegetative,0.6736
362.904,188.815,vegetative,0.8356
1740.119,190.087,vegetative,0.9384
1158.391,202.125,vegetative,0.9898
142.014,210.226,vegetative,0.7039
1264.380,212.604,vegetative,0.9882
1475.721,212.853,vegetative,0.9911
152.201,221.010,stage4,0.5840
145.636,223.000,complete,0.4799
891.781,223.901,vegetative,0.8786
1357.277,238.321,vegetative,0.9903
1505.982,255.014,vegetative,0.9939
279.763,258.479,vegetative,0.9263
329.609,267.217,vegetative,0.7665
1719.820,273.429,vegetative,0.9892
568.993,275.824,stage5,0.7514
1828.471,305.391,vegetative,0.9928
1096.353,311.000,vegetative,0.5589
1108.400,317.300,vegetative,0.5460
688.666,318.245,vegetative,0.8221
1395.689,319.267,vegetative,0.9935
1100.447,322.138,complete,0.6659
962.871,339.204,vegetative,0.9409
1092.637,353.320,vegetative,0.9867
1963.356,357.109,vegetative,0.9944
67.843,358.769,vegetative,0.8103
1589.828,375.421,vegetative,0.9921
1781.189,377.955,complete,0.9783
721.636,381.451,vegetative,0.7485
2105.221,382.541,vegetative,0.9899
376.270,389.317,vegetative,0.7716
1917.882,390.849,vegetative,0.9930
667.360,397.331,vegetative,0.8388
1337.622,400.139,vegetative,0.9939
2130.546,407.523,vegetative,0.9859
1040.851,411.089,vegetative,0.9858
1216.067,433.324,vegetative,0.9925
41.491,437.009,vegetative,0.6680
73.100,439.300,stage4,0.5123
291.154,444.849,vegetative,0.8754
434.429,452.456,vegetative,0.6316
453.156,458.281,stage4,0.5486
904.005,463.422,vegetative,0.8569
475.111,473.111,stage4,0.5227
463.301,475.088,vegetative,0.6389
1189.182,481.000,vegetative,0.5663
449.000,493.182,stage4,0.4952
1218.302,505.928,vegetative,0.9938
852.534,509.485,vegetative,0.5626
182.723,511.129,stage4,0.6357
177.233,512.833,vegetative,0.5083
834.100,514.100,vegetative,0.5056
831.115,521.023,stage4,0.5692
920.615,524.705,vegetative,0.6625
213.054,536.703,stage4,0.5103
193.322,537.253,vegetative,0.6498
214.375,537.875,vegetative,0.5001
588.375,538.875,stage4,0.5389
597.214,544.429,stage4,0.5119
577.818,554.154,vegetative,0.5848
1542.486,556.837,vegetative,0.9952
584.750,557.056,stage4,0.5220
570.214,567.524,stage4,0.5192
408.698,573.878,vegetative,0.5252
1806.280,579.707,vegetative,0.9917
412.462,581.545,stage4,0.5822
404.857,591.786,vegetative,0.5253
1212.681,594.298,vegetative,0.9902
1755.760,598.409,vegetative,0.9923
1925.611,599.756,vegetative,0.9641
562.668,631.631,stage4,0.6745
992.062,643.295,stage4,0.7858
1358.360,645.767,vegetative,0.9945
308.918,653.230,stage4,0.7302
1792.608,656.071,vegetative,0.9920
482.442,671.283,stage4,0.9127
943.415,671.453,vegetative,0.6556
920.746,671.831,stage4,0.5647
1891.815,672.285,vegetative,0.9908
962.833,675.222,stage4,0.5137
1132.086,683.945,vegetative,0.7450
261.532,687.207,stage4,0.8169
143.484,769.244,stage4,0.9386
937.127,782.677,stage4,0.8086
1898.603,786.624,vegetative,0.7143
464.389,786.830,stage4,0.9306
708.150,788.655,stage4,0.9284
1652.521,795.218,vegetative,0.9918
1894.302,801.286,complete,0.6243
1515.982,813.373,vegetative,0.8634
1120.137,829.639,vegetative,0.9921
526.707,842.468,stage4,0.8764
1977.656,853.423,vegetative,0.9924
1936.867,857.747,vegetative,0.9322
1464.422,863.326,vegetative,0.9321
726.218,899.943,vegetative,0.5543
730.199,903.308,stage4,0.6872
704.125,911.250,vegetative,0.4876
575.674,912.950,stage4,0.8175
1440.560,914.688,vegetative,0.9957
786.659,920.113,stage4,0.9014
2035.404,927.157,complete,0.9948
1043.985,943.907,vegetative,0.9456
1189.687,944.354,vegetative,0.9942
1392.545,961.955,vegetative,0.9929
1276.134,966.786,vegetative,0.9918
638.388,972.529,stage4,0.6798
805.966,972.926,stage4,0.9059
1485.614,979.205,vegetative,0.9919
1786.898,982.109,vegetative,0.9956
1484.582,999.354,complete,0.8319
238.158,1009.405,stage4,0.8886
1490.106,1018.827,vegetative,0.9041
270.074,1028.520,stage4,0.8483
172.503,1031.447,stage4,0.9247
1595.007,1039.629,vegetative,0.9927
1203.478,1044.498,vegetative,0.9958
664.398,1044.661,stage4,0.8937
615.372,1054.916,vegetative,0.9797
472.212,1065.897,stage4,0.9702
262.568,1073.413,stage4,0.9073
1755.277,1073.455,vegetative,0.9817
1540.796,1080.985,vegetative,0.9739
1994.818,1087.182,vegetative,0.9065
