x,y,name,confidence
433.299,1.836,vegetative,0.6791
829.500,53.444,vegetative,0.6540
1898.189,96.013,vegetative,0.9942
267.094,114.732,vegetative,0.9943
1433.668,151.090,vegetative,0.9942
2011.400,172.301,vegetative,0.9926
1970.589,189.948,vegetative,0.9797
331.123,219.210,complete,0.7545
323.000,221.833,vegetative,0.5735
337.886,254.924,vegetative,0.6823
593.528,268.526,vegetative,0.8236
2047.712,276.840,complete,0.9243
1593.835,329.373,vegetative,0.9930
1594.997,394.031,vegetative,0.9724
1046.965,401.062,complete,0.8504
1073.000,404.381,complete,0.5407
1082.841,414.406,vegetative,0.7256
1007.770,418.623,vegetative,0.9935
1477.006,424.185,complete,0.9225
1871.336,429.701,vegetative,0.9860
1464.404,457.298,vegetative,0.7394
1246.497,467.071,vegetative,0.9587
413.581,509.824,complete,0.5018
411.870,526.504,vegetative,0.7822
1374.335,543.665,vegetative,0.7890
404.275,564.951,complete,0.9391
659.520,632.480,complete,0.5090
729.695,634.634,stage4,0.4313
701.086,638.484,vegetative,0.7612
662.261,641.296,complete,0.6314
723.455,642.273,stage4,0.3770
726.065,645.548,complete,0.4072
1066.929,749.143,vegetative,0.6880
1289.394,774.028,vegetative,0.9217
1574.428,788.094,vegetative,0.9833
1351.920,900.560,vegetative,0.5969
1715.881,952.271,vegetative,0.9934
1148.546,980.149,vegetative,0.9954
1001.447,1034.110,complete,0.9883
