x,y,name,confidence
1342.267,0.467,stage4,0.6468
94.358,1.519,stage4,0.8654
1391.950,4.427,stage4,0.8796
2110.446,5.762,vegetative,0.9558
723.505,5.888,stage4,0.7997
343.736,6.240,stage4,0.8647
197.744,6.436,stage4,0.5187
1148.694,6.484,vegetative,0.5684
159.372,7.980,stage4,0.9463
1781.406,8.878,stage4,0.6397
1993.221,9.160,vegetative,0.9415
1242.522,10.304,stage4,0.6042
389.055,10.458,stage4,0.8437
1539.802,11.479,stage4,0.5251
448.405,13.356,stage4,0.9419
1684.716,13.851,stage4,0.8172
949.228,17.583,vegetative,0.6483
1261.069,18.166,stage4,0.9191
1160.268,22.522,stage4,0.7414
2029.983,24.358,vegetative,0.7362
1242.105,27.461,vegetative,0.7602
191.722,27.599,vegetative,0.8314
1066.312,32.804,vegetative,0.6828
952.958,38.075,stage4,0.7763
1536.305,38.706,vegetative,0.8544
519.075,38.819,vegetative,0.9658
839.625,39.375,vegetative,0.4504
923.039,40.020,vegetative,0.5876
978.500,44.000,vegetative,0.5131
1062.488,45.613,stage4,0.7568
2108.397,45.980,stage4,0.8696
859.255,50.665,stage4,0.9745
1008.910,51.144,vegetative,0.8003
231.605,52.215,stage4,0.8861
280.975,54.354,stage4,0.6852
1610.497,54.793,vegetative,0.9090
272.353,54.863,vegetative,0.5314
2039.586,55.337,vegetative,0.7518
329.787,55.801,vegetative,0.7408
1778.117,56.153,vegetative,0.6358
2021.718,56.374,stage4,0.8764
702.169,57.222,stage4,0.9851
1191.665,59.557,vegetative,0.8150
823.575,63.309,stage4,0.8386
1017.321,65.187,stage4,0.5307
1879.382,65.351,stage4,0.8830
538.941,67.706,stage4,0.5370
1182.417,68.583,stage4,0.5152
75.775,68.962,stage4,0.6004
1051.933,71.401,vegetative,0.9562
777.438,72.750,vegetative,0.5334
793.896,73.550,vegetative,0.7287
920.179,73.864,vegetative,0.8883
1774.688,75.707,stage4,0.8863
548.339,76.362,vegetative,0.7415
773.973,77.208,stage4,0.7645
1194.100,80.200,stage4,0.4615
1761.988,83.946,vegetative,0.8806
67.080,86.819,vegetative,0.6658
878.215,87.141,vegetative,0.8846
98.880,89.460,vegetative,0.7667
93.428,92.733,stage4,0.7953
1749.308,94.473,stage4,0.7322
1181.430,95.604,stage4,0.8102
1956.388,95.616,vegetative,0.6516
1481.145,97.942,stage4,0.9033
878.778,98.852,vegetative,0.5198
109.400,99.950,stage4,0.5119
329.597,100.023,stage4,0.7328
568.137,100.514,stage4,0.9742
734.304,100.678,vegetative,0.7818
439.191,101.490,stage4,0.9129
58.422,103.072,stage4,0.6118
932.839,105.561,stage4,0.8960
877.903,105.655,stage4,0.5213
1746.152,109.090,vegetative,0.6532
360.244,110.296,stage4,0.5858
374.355,112.497,vegetative,0.9433
271.577,115.087,stage4,0.8239
1894.813,115.131,vegetative,0.8721
878.233,115.274,vegetative,0.4974
117.490,119.257,stage4,0.8170
1319.361,123.773,stage4,0.9234
1641.735,125.802,vegetative,0.8695
324.663,126.739,vegetative,0.7456
1073.924,127.267,vegetative,0.4600
135.828,128.000,vegetative,0.5726
1627.311,128.600,vegetative,0.7164
478.848,132.458,stage4,0.6857
1076.894,133.335,stage4,0.7508
754.941,133.508,stage4,0.7379
487.952,135.190,vegetative,0.4693
404.139,135.527,stage4,0.8652
729.718,139.465,vegetative,0.8177
873.733,140.698,stage4,0.8114
1865.337,143.015,vegetative,0.9091
133.691,143.022,vegetative,0.6322
292.782,145.957,stage4,0.6636
488.047,155.307,vegetative,0.5603
1660.011,157.291,stage4,0.9043
333.079,157.588,stage4,0.8098
877.838,157.802,vegetative,0.5608
1036.259,158.889,stage4,0.4903
836.243,159.309,stage4,0.8708
1165.062,163.371,stage4,0.9575
1374.123,167.021,stage4,0.9263
1973.875,169.781,stage4,0.5071
1945.000,170.765,vegetative,0.6684
430.587,171.926,vegetative,0.6759
1702.571,172.645,vegetative,0.9677
410.571,173.000,stage4,0.5084
1855.347,175.091,stage4,0.8322
935.639,175.503,vegetative,0.6515
907.105,175.945,vegetative,0.9678
1992.989,178.888,stage4,0.6404
1038.026,182.342,vegetative,0.7138
1957.510,182.972,stage4,0.7030
1981.524,189.139,vegetative,0.8095
928.165,192.081,stage4,0.6353
442.019,194.684,stage4,0.5719
241.174,195.670,vegetative,0.5481
55.483,197.250,stage4,0.8314
435.875,197.500,vegetative,0.4875
933.576,197.712,vegetative,0.5548
889.356,199.200,vegetative,0.8413
1857.493,199.392,vegetative,0.7049
258.703,201.058,stage4,0.8672
1291.962,202.920,stage4,0.7829
954.454,202.980,stage4,0.9529
494.219,203.927,stage4,0.4971
608.420,206.713,vegetative,0.9617
4.860,208.548,stage4,0.9656
476.268,210.170,vegetative,0.7490
1716.951,210.707,vegetative,0.5558
1414.431,211.319,stage4,0.7622
2020.379,211.499,vegetative,0.8984
462.800,213.018,stage4,0.6170
961.910,216.641,vegetative,0.6032
724.990,217.231,stage4,0.9667
1287.808,220.549,vegetative,0.8055
1711.255,221.415,stage4,0.8606
1010.213,223.216,stage4,0.9741
255.332,229.341,vegetative,0.9399
185.761,236.582,vegetative,0.5977
807.403,236.617,vegetative,0.7190
1091.784,237.866,stage4,0.5328
169.986,238.185,stage4,0.8212
1270.480,238.575,stage4,0.6146
1084.205,239.939,vegetative,0.6966
851.455,240.203,vegetative,0.5196
82.312,243.892,vegetative,0.8164
1282.006,248.364,vegetative,0.5047
703.230,248.948,vegetative,0.9180
475.443,251.941,stage4,0.7890
862.924,257.784,stage4,0.6467
177.714,264.145,vegetative,0.9289
1495.675,265.722,vegetative,0.9432
733.806,272.768,stage4,0.6976
1902.036,273.948,vegetative,0.9770
740.091,276.136,vegetative,0.5254
472.063,279.405,stage4,0.6770
1295.808,279.605,stage4,0.8557
1888.349,280.643,complete,0.8810
1759.729,281.710,vegetative,0.7991
2120.452,283.691,stage4,0.5744
1940.609,283.977,vegetative,0.9625
708.482,287.916,vegetative,0.5699
2065.897,290.668,stage4,0.8226
3.101,290.899,stage4,0.9592
2037.530,290.977,vegetative,0.9218
835.216,291.861,vegetative,0.9045
186.081,292.090,stage4,0.6769
1116.088,293.554,stage4,0.9289
1387.100,294.600,stage4,0.4783
475.586,295.852,vegetative,0.8261
1853.572,296.224,vegetative,0.9243
500.169,303.423,stage4,0.6345
198.064,304.362,vegetative,0.5247
313.924,305.112,vegetative,0.8333
1384.397,305.639,vegetative,0.7256
674.293,306.029,vegetative,0.6244
1605.356,312.253,stage4,0.6454
545.489,312.528,vegetative,0.8948
1512.080,313.053,vegetative,0.9469
1346.918,313.839,vegetative,0.9051
615.325,315.749,stage4,0.9373
1619.687,316.815,vegetative,0.5874
1474.255,317.038,vegetative,0.9605
309.116,319.570,stage4,0.9005
546.660,319.775,stage4,0.8486
669.720,320.450,stage4,0.6505
849.850,320.800,vegetative,0.4418
2078.440,323.240,vegetative,0.9018
961.964,323.857,stage4,0.9260
119.116,324.997,vegetative,0.9851
688.822,325.613,vegetative,0.5470
845.558,325.926,stage4,0.5253
1553.419,326.842,stage4,0.9040
1290.198,328.208,vegetative,0.9571
1395.978,330.161,stage4,0.9293
843.524,335.095,vegetative,0.4785
1914.897,336.423,vegetative,0.4927
2063.210,341.331,complete,0.4594
1918.072,341.489,stage4,0.5813
1675.420,342.198,vegetative,0.8048
856.349,342.578,vegetative,0.5564
1993.214,343.024,vegetative,0.8892
943.772,344.987,stage4,0.5201
688.833,346.342,stage4,0.4693
1886.719,348.281,stage4,0.6051
662.730,350.012,vegetative,0.8357
2065.968,352.695,stage4,0.3885
687.000,356.417,complete,0.3931
1641.000,357.697,stage4,0.6752
638.118,359.824,vegetative,0.5653
918.118,360.122,vegetative,0.7669
1914.627,363.431,vegetative,0.6673
649.205,364.308,vegetative,0.6236
669.000,365.500,stage4,0.4804
1200.740,367.136,vegetative,0.9394
887.568,368.935,stage4,0.7785
392.429,371.175,stage4,0.8404
543.080,373.401,stage4,0.8987
1814.946,374.139,stage4,0.6437
829.841,377.595,stage4,0.6974
1584.585,377.949,vegetative,0.9509
876.821,381.147,vegetative,0.5644
329.261,387.600,vegetative,0.7580
2114.657,389.314,stage4,0.4934
881.886,389.418,stage4,0.5738
815.400,390.500,vegetative,0.4936
1813.624,390.648,vegetative,0.5485
190.870,390.843,vegetative,0.7914
1773.964,392.814,vegetative,0.9593
1435.171,393.356,vegetative,0.9662
1479.097,396.769,vegetative,0.9353
273.670,397.488,vegetative,0.7857
1266.594,397.921,stage4,0.8106
1273.027,398.324,vegetative,0.5446
953.090,398.612,stage4,0.5356
2124.926,401.170,vegetative,0.5690
295.844,402.385,stage4,0.7667
727.212,404.755,vegetative,0.9100
962.357,410.877,vegetative,0.6352
455.308,415.577,vegetative,0.4849
994.005,416.216,stage4,0.8685
451.083,421.000,vegetative,0.4827
1017.925,423.578,vegetative,0.8600
1069.500,423.900,stage4,0.4343
1498.205,427.885,stage4,0.9605
471.796,429.168,stage4,0.8387
20.264,437.120,vegetative,0.6062
1071.949,438.179,vegetative,0.5550
17.894,438.868,stage4,0.6770
182.029,439.882,vegetative,0.6735
1810.255,440.033,stage4,0.6165
1079.923,441.208,stage4,0.4908
95.730,441.580,stage4,0.8803
1281.906,441.906,vegetative,0.8896
206.201,442.845,stage4,0.9134
54.957,443.672,stage4,0.7547
321.436,446.112,vegetative,0.9425
1335.491,451.010,vegetative,0.8005
2087.752,454.256,vegetative,0.6076
1858.059,454.730,vegetative,0.6106
35.647,455.629,vegetative,0.6548
2094.000,456.667,stage4,0.4922
2074.015,457.429,stage4,0.6521
1854.789,461.053,stage4,0.4735
35.193,463.841,stage4,0.5772
701.232,464.106,vegetative,0.9487
849.167,465.500,vegetative,0.4526
2055.700,466.445,vegetative,0.7434
1422.060,467.687,stage4,0.5054
1343.410,468.584,stage4,0.7157
857.295,471.273,stage4,0.4260
1413.129,473.017,vegetative,0.4890
1098.012,474.177,vegetative,0.5900
936.523,477.105,stage4,0.8488
858.943,478.657,vegetative,0.5804
1104.291,479.173,stage4,0.4656
1365.129,479.558,vegetative,0.7630
1405.000,480.912,stage4,0.4909
726.041,482.200,stage4,0.9730
846.288,483.096,stage4,0.7734
540.403,484.009,stage4,0.8217
1758.528,484.282,stage4,0.8203
1472.127,485.507,stage4,0.7017
1667.701,489.838,vegetative,0.8447
396.433,490.915,stage4,0.9428
381.817,491.803,vegetative,0.6950
578.863,493.252,vegetative,0.8945
521.545,493.317,vegetative,0.5263
2028.272,493.483,stage4,0.7376
873.492,493.765,vegetative,0.9531
1251.809,497.352,vegetative,0.9332
328.557,501.608,stage4,0.8801
1751.028,502.427,vegetative,0.6286
1453.075,505.361,stage4,0.7247
769.172,506.919,stage4,0.6032
1475.516,507.208,vegetative,0.5945
254.123,507.684,vegetative,0.5743
264.488,508.670,stage4,0.6516
1489.227,510.182,stage4,0.5246
752.223,511.532,vegetative,0.6311
630.583,512.583,vegetative,0.4815
358.616,512.762,vegetative,0.7002
271.824,514.382,vegetative,0.5705
1688.683,516.646,vegetative,0.7457
1833.242,516.796,vegetative,0.9596
228.653,518.621,stage4,0.5418
729.199,519.318,stage4,0.8248
243.108,519.807,vegetative,0.5154
1352.508,519.872,vegetative,0.7349
1449.577,522.962,stage4,0.4888
1146.537,525.275,stage4,0.7238
1255.235,525.378,stage4,0.8175
65.662,525.703,vegetative,0.5425
1443.237,527.798,vegetative,0.7276
939.220,530.891,vegetative,0.9454
1670.657,532.118,stage4,0.7402
1057.922,532.845,stage4,0.8763
638.503,538.520,stage4,0.8340
1208.082,539.832,vegetative,0.9500
60.866,540.418,stage4,0.7458
59.000,544.385,vegetative,0.5254
45.333,552.902,vegetative,0.6371
221.012,553.070,stage4,0.8769
2124.502,553.236,stage4,0.7748
1128.092,553.537,vegetative,0.7713
331.686,554.257,stage4,0.5148
354.324,556.412,stage4,0.4908
65.365,563.531,vegetative,0.7085
882.443,564.086,vegetative,0.6552
361.220,566.024,vegetative,0.5777
227.632,569.741,vegetative,0.6953
1377.299,572.346,stage4,0.7990
27.823,577.317,stage4,0.8227
1092.363,577.812,stage4,0.7113
387.500,579.000,stage4,0.4901
427.240,581.980,vegetative,0.5392
81.951,583.213,stage4,0.6936
104.303,583.556,vegetative,0.5689
1368.409,585.045,vegetative,0.4973
924.788,587.788,stage4,0.8766
1499.876,588.965,vegetative,0.9457
111.333,589.333,vegetative,0.4631
791.921,590.033,stage4,0.5373
422.556,591.444,vegetative,0.4924
1093.191,592.010,vegetative,0.6054
1101.462,596.769,stage4,0.5008
1425.190,597.667,vegetative,0.8856
1763.255,597.901,vegetative,0.6538
2079.283,598.132,vegetative,0.9150
51.786,598.190,stage4,0.5898
170.313,600.318,stage4,0.9849
2132.791,601.395,stage4,0.6962
1744.219,603.476,stage4,0.6141
96.132,603.494,vegetative,0.7547
432.799,604.694,stage4,0.8249
783.833,605.591,vegetative,0.6556
282.799,605.641,vegetative,0.8938
2075.974,605.666,stage4,0.8107
1377.282,606.620,vegetative,0.7959
1526.230,610.361,vegetative,0.4875
1759.379,611.089,stage4,0.5918
477.260,611.748,stage4,0.9268
1540.514,612.236,stage4,0.5843
1426.693,613.647,stage4,0.9368
1260.315,614.366,stage4,0.6578
658.431,615.287,stage4,0.6506
70.151,618.100,vegetative,0.8762
1305.685,621.155,vegetative,0.9127
1746.948,621.704,vegetative,0.8500
465.202,621.802,vegetative,0.7391
892.131,624.640,stage4,0.6860
2000.818,625.020,stage4,0.7486
777.824,627.286,stage4,0.6560
13.593,629.961,stage4,0.9857
2019.476,631.941,vegetative,0.7463
1552.575,634.692,vegetative,0.7437
1036.225,635.731,vegetative,0.6657
320.881,636.530,stage4,0.7353
658.264,638.545,vegetative,0.6354
823.741,640.511,stage4,0.8344
776.520,640.700,stage5,0.7494
1575.000,641.500,vegetative,0.4746
1865.981,641.764,stage4,0.5174
1467.368,643.810,vegetative,0.8232
894.330,645.077,vegetative,0.5877
804.237,645.808,vegetative,0.7072
1063.727,646.075,stage4,0.9698
396.789,649.195,stage4,0.9075
952.129,650.732,vegetative,0.8645
558.256,651.887,stage4,0.8905
1569.333,652.633,vegetative,0.5565
71.652,653.097,stage4,0.9048
1581.881,654.124,stage4,0.7748
1868.924,658.414,vegetative,0.5152
2056.944,659.362,vegetative,0.9768
1505.737,669.053,vegetative,0.5569
98.208,670.547,vegetative,0.8090
1913.045,672.125,vegetative,0.9508
1216.374,672.389,vegetative,0.9520
555.985,675.000,vegetative,0.6135
1734.051,678.318,vegetative,0.9714
603.986,678.818,vegetative,0.8472
398.265,681.529,vegetative,0.8288
889.861,684.060,vegetative,0.7484
1251.268,684.117,stage4,0.8724
1515.926,685.792,stage4,0.7779
222.826,688.126,stage4,0.9231
593.143,689.143,stage4,0.5022
228.792,690.361,vegetative,0.6782
1267.500,691.000,vegetative,0.4629
425.543,691.007,stage4,0.8974
1282.972,694.889,vegetative,0.5999
644.082,696.225,stage4,0.8247
903.583,697.167,stage4,0.4622
42.028,700.843,stage4,0.9396
896.471,702.471,stage4,0.5030
1665.512,703.886,stage4,0.8127
2050.185,706.873,vegetative,0.8355
1247.470,711.074,vegetative,0.8929
2047.452,712.738,stage4,0.5479
1841.897,714.660,vegetative,0.9790
733.762,716.680,stage4,0.9796
284.626,721.942,vegetative,0.7177
1226.538,722.385,stage4,0.5291
1765.882,722.534,vegetative,0.8086
234.630,727.240,vegetative,0.9734
1963.984,727.597,stage4,0.5872
29.143,728.114,vegetative,0.5673
1978.111,735.157,vegetative,0.5022
1522.011,738.238,vegetative,0.9550
795.022,738.802,stage4,0.8037
863.047,739.202,stage4,0.7815
1240.900,741.100,vegetative,0.6139
12.934,742.016,stage4,0.8986
1637.032,742.306,stage4,0.8697
694.223,742.600,stage4,0.9741
832.288,743.250,vegetative,0.6504
927.615,743.630,stage4,0.9421
1093.162,748.394,vegetative,0.9259
1407.193,750.222,stage4,0.7954
1056.031,750.603,stage4,0.8776
624.146,753.753,vegetative,0.5579
1309.869,754.399,vegetative,0.9123
1221.897,756.658,stage4,0.9356
235.125,757.010,stage4,0.8188
1889.441,757.496,vegetative,0.9707
409.007,760.836,stage4,0.9213
958.240,761.697,stage4,0.8404
1124.379,762.000,stage4,0.5690
1739.638,763.005,vegetative,0.9482
869.759,763.121,vegetative,0.4507
625.265,765.909,stage4,0.5760
1786.491,766.456,vegetative,0.8302
1282.480,770.440,stage4,0.5796
575.918,773.157,vegetative,0.8083
1131.792,776.168,vegetative,0.7850
1412.190,777.021,vegetative,0.8790
2120.600,778.687,stage4,0.8318
2015.675,779.731,vegetative,0.7205
618.928,780.410,vegetative,0.7769
480.112,785.789,stage4,0.7592
537.378,788.008,vegetative,0.8781
473.472,788.868,vegetative,0.5618
954.928,789.045,vegetative,0.8542
1214.033,789.600,stage4,0.4862
693.226,789.844,vegetative,0.9401
1277.325,790.212,stage4,0.5424
590.766,794.331,stage4,0.5780
1362.086,797.139,stage4,0.6518
1201.953,799.865,vegetative,0.8328
1644.282,802.200,vegetative,0.7084
1738.750,804.125,stage4,0.5183
19.561,804.376,stage4,0.9589
826.720,807.140,stage4,0.6540
918.706,807.593,vegetative,0.8876
