x,y,name,confidence
1127.782,34.877,vegetative,0.8044
798.923,59.154,vegetative,0.5405
867.114,62.571,vegetative,0.5332
1321.885,64.731,vegetative,0.5743
1297.962,65.115,vegetative,0.4838
1542.545,66.636,vegetative,0.6556
861.057,68.314,stage4,0.4728
1089.250,71.688,vegetative,0.5729
1685.143,76.786,stage4,0.5122
1305.240,85.280,vegetative,0.5473
1924.525,92.030,vegetative,0.6665
909.091,107.364,vegetative,0.3641
810.100,113.800,vegetative,0.7104
1083.091,132.455,vegetative,0.5224
830.923,136.154,complete,0.4303
837.479,151.396,vegetative,0.6314
907.808,154.115,vegetative,0.6011
656.462,155.692,vegetative,0.6281
854.067,158.552,complete,0.8439
795.408,168.028,vegetative,0.6172
828.755,172.434,vegetative,0.6031
802.524,186.280,vegetative,0.6473
814.559,191.506,stage4,0.5122
1116.078,196.714,vegetative,0.5952
829.294,201.165,vegetative,0.7561
1335.859,201.449,vegetative,0.7090
810.900,202.664,vegetative,0.5415
809.979,211.250,stage4,0.4685
1033.305,213.707,vegetative,0.5485
1181.357,217.429,vegetative,0.5575
771.183,234.133,vegetative,0.6074
1021.510,239.429,stage4,0.5999
679.500,241.500,vegetative,0.5920
1018.500,251.458,stage4,0.4476
29.765,253.647,vegetative,0.4874
777.700,255.500,vegetative,0.5116
1024.148,256.852,vegetative,0.5734
1019.522,263.478,vegetative,0.4358
1358.767,279.395,vegetative,0.6546
802.750,280.125,vegetative,0.4240
2077.464,280.964,vegetative,0.7375
806.607,284.821,vegetative,0.4199
1347.225,288.901,vegetative,0.7307
639.714,292.000,vegetative,0.5843
1007.723,294.319,vegetative,0.7054
1331.548,297.536,vegetative,0.6977
1026.266,300.345,vegetative,0.6036
270.900,306.300,vegetative,0.4351
1240.421,317.053,stage4,0.3903
1237.222,319.556,vegetative,0.3891
1359.281,334.812,vegetative,0.5327
853.658,343.412,vegetative,0.7227
1368.524,350.238,stage4,0.4415
164.857,369.500,vegetative,0.5408
110.514,369.629,vegetative,0.5643
873.769,417.154,vegetative,0.5739
2040.676,419.351,vegetative,0.5987
733.056,425.860,vegetative,0.6976
747.590,436.495,vegetative,0.6797
1186.316,438.088,vegetative,0.7128
964.430,442.656,stage4,0.8991
2085.706,445.235,vegetative,0.5250
1318.053,449.158,vegetative,0.6278
1721.111,450.176,vegetative,0.7425
958.159,465.524,vegetative,0.6220
874.500,466.447,stage4,0.4966
728.946,468.703,vegetative,0.7303
1156.382,469.433,stage4,0.6143
1371.410,470.744,vegetative,0.6813
871.983,475.497,vegetative,0.7230
851.526,479.642,vegetative,0.7822
1598.867,486.800,vegetative,0.4910
899.115,489.308,vegetative,0.5910
1141.000,492.500,vegetative,0.5935
2006.000,498.155,vegetative,0.7410
2116.968,499.528,complete,0.8087
1972.725,518.626,vegetative,0.8521
1977.025,534.595,vegetative,0.7714
1367.000,539.500,vegetative,0.5006
1415.486,539.686,vegetative,0.5091
284.743,544.779,vegetative,0.7699
1093.008,556.825,vegetative,0.6901
840.200,562.150,stage4,0.4099
872.608,572.473,stage4,0.4689
848.000,575.464,stage4,0.6031
868.778,579.778,vegetative,0.4368
1077.364,581.182,vegetative,0.6769
1084.574,595.088,vegetative,0.5606
818.757,603.270,stage4,0.6835
1151.907,618.390,vegetative,0.7913
564.267,630.867,vegetative,0.5483
693.111,631.889,vegetative,0.4122
687.030,637.212,vegetative,0.4610
934.268,638.286,stage4,0.5011
931.970,645.654,vegetative,0.5958
1278.200,646.100,stage4,0.4979
2100.644,651.667,vegetative,0.4967
943.329,657.561,vegetative,0.7432
1438.779,661.925,vegetative,0.8544
1638.200,663.500,vegetative,0.5437
488.594,663.875,vegetative,0.5843
1462.059,664.902,vegetative,0.6814
1747.552,673.752,vegetative,0.7519
1467.778,676.889,vegetative,0.5524
1035.302,677.321,stage4,0.6702
508.348,679.478,vegetative,0.5944
783.622,680.156,vegetative,0.5797
458.117,690.533,vegetative,0.5143
671.071,707.857,vegetative,0.6009
878.027,709.243,vegetative,0.4280
924.940,713.926,vegetative,0.8414
913.731,722.481,vegetative,0.8051
895.671,723.927,vegetative,0.6107
2055.357,743.214,vegetative,0.6259
922.222,754.153,vegetative,0.5460
660.091,755.242,vegetative,0.5523
668.083,757.000,vegetative,0.5477
1044.750,762.250,vegetative,0.3974
1462.977,775.147,vegetative,0.6865
1716.611,787.444,vegetative,0.5671
568.341,797.827,vegetative,0.7572
574.377,814.664,vegetative,0.6872
1002.455,829.545,stage4,0.3883
997.438,830.812,vegetative,0.4233
1007.864,832.568,vegetative,0.5952
555.370,833.519,vegetative,0.5613
1297.769,834.769,vegetative,0.5274
292.543,844.641,stage4,0.8398
570.490,848.922,vegetative,0.7982
1028.609,849.870,vegetative,0.5726
1012.323,857.872,vegetative,0.8002
2053.162,863.733,vegetative,0.7354
2104.765,868.995,vegetative,0.7707
766.111,869.578,vegetative,0.6053
1999.532,874.277,vegetative,0.6533
