x,y,name,confidence
1228.182,1.364,stage5,0.7346
1199.906,1.491,stage5,0.8789
1539.934,6.693,stage5,0.8589
177.884,9.802,vegetative,0.9781
1821.349,11.937,vegetative,0.9941
69.796,21.271,vegetative,0.9881
315.947,21.510,vegetative,0.9919
493.120,22.330,vegetative,0.9912
1412.254,30.312,vegetative,0.9936
400.293,32.528,vegetative,0.9884
979.439,32.830,vegetative,0.9959
1889.086,34.890,vegetative,0.9923
867.723,36.435,vegetative,0.9924
1096.300,42.349,complete,0.9876
253.264,59.396,stage2,0.6117
1563.082,61.271,vegetative,0.9946
1464.404,62.758,vegetative,0.9919
1361.845,63.855,vegetative,0.9952
81.278,68.329,complete,0.6280
252.571,69.810,vegetative,0.4742
75.333,74.037,vegetative,0.5286
87.167,78.750,vegetative,0.5280
692.395,82.008,vegetative,0.9886
352.639,83.173,vegetative,0.9896
1742.325,85.965,vegetative,0.9918
972.704,91.043,vegetative,0.9905
540.635,91.654,stage2,0.5285
1687.752,91.908,vegetative,0.9897
558.990,96.203,vegetative,0.9726
123.554,96.382,vegetative,0.9858
1286.586,99.769,vegetative,0.9886
908.629,101.158,vegetative,0.9928
2035.239,104.544,vegetative,0.9884
1220.041,107.714,vegetative,0.9936
267.452,108.683,vegetative,0.9920
556.008,111.501,stage5,0.6383
1299.041,111.655,complete,0.7756
564.737,115.151,stage2,0.5904
563.000,116.000,stage5,0.5177
1302.722,116.833,stage5,0.5902
1328.190,119.025,vegetative,0.9914
1079.831,120.513,vegetative,0.9912
1255.308,123.796,vegetative,0.9887
44.908,125.002,vegetative,0.9820
582.444,125.778,stage2,0.4980
1517.964,126.287,vegetative,0.9911
1936.826,130.106,vegetative,0.9896
201.349,132.164,vegetative,0.9933
1137.685,137.831,vegetative,0.9951
707.010,140.411,vegetative,0.9912
742.457,149.447,complete,0.8652
901.748,152.701,vegetative,0.9910
0.529,155.000,vegetative,0.8342
1447.225,156.853,complete,0.9939
130.082,157.504,vegetative,0.9909
1581.555,157.845,vegetative,0.9914
639.504,159.819,complete,0.9517
587.768,166.939,vegetative,0.9918
1757.114,176.587,vegetative,0.9908
751.262,180.702,vegetative,0.9914
2089.527,181.716,vegetative,0.9929
960.170,190.619,stage5,0.9371
306.222,199.021,vegetative,0.9895
440.950,211.443,vegetative,0.9911
1469.957,229.431,vegetative,0.9936
1414.273,232.118,vegetative,0.9932
514.833,248.836,vegetative,0.9879
544.948,249.405,vegetative,0.9921
1854.033,254.102,vegetative,0.9920
1986.087,256.654,vegetative,0.9906
1637.043,258.824,vegetative,0.9908
964.286,272.851,vegetative,0.9956
319.117,273.999,vegetative,0.9927
1290.387,274.661,vegetative,0.9672
807.529,274.730,vegetative,0.9935
765.098,276.683,stage2,0.4193
235.473,279.251,vegetative,0.9915
2088.804,282.034,vegetative,0.9919
758.082,282.356,vegetative,0.5152
769.809,282.605,complete,0.5829
1540.036,283.273,vegetative,0.9940
179.150,295.431,vegetative,0.9927
424.701,298.942,vegetative,0.9925
372.413,304.771,vegetative,0.9891
1722.724,315.667,vegetative,0.9899
1658.195,326.444,vegetative,0.9950
664.302,329.574,vegetative,0.9853
78.280,329.843,vegetative,0.9719
610.212,330.265,vegetative,0.9920
201.927,334.991,vegetative,0.5797
1142.181,337.337,vegetative,0.9901
1390.982,337.870,vegetative,0.9921
1602.678,342.775,vegetative,0.9830
82.902,348.332,stage2,0.4961
671.550,350.057,complete,0.8564
1608.084,355.115,complete,0.9430
996.891,369.945,vegetative,0.9918
1095.377,371.643,vegetative,0.9954
388.609,376.991,vegetative,0.9933
577.194,381.874,vegetative,0.9918
1970.132,387.923,stage5,0.9936
1463.505,393.893,vegetative,0.9923
126.094,402.917,vegetative,0.9929
1325.109,406.046,vegetative,0.9934
2068.908,410.636,vegetative,0.9907
836.536,411.078,vegetative,0.9934
1128.480,417.033,vegetative,0.9888
1103.712,418.234,stage5,0.6044
1093.620,418.722,complete,0.4841
311.837,420.849,vegetative,0.9912
1213.832,421.441,vegetative,0.9955
1508.229,423.834,vegetative,0.9933
956.101,430.949,vegetative,0.9941
230.140,431.073,vegetative,0.9906
1150.020,437.117,stage5,0.8129
1898.152,440.601,vegetative,0.9931
1395.471,449.350,vegetative,0.9929
1276.561,463.566,vegetative,0.9928
903.756,471.077,vegetative,0.9928
1184.058,478.468,vegetative,0.9866
1595.447,479.694,vegetative,0.9911
353.172,484.349,vegetative,0.9897
1116.688,485.311,vegetative,0.9930
1460.770,490.342,vegetative,0.9946
411.279,491.078,vegetative,0.9861
233.899,495.710,vegetative,0.9627
1186.188,497.990,stage5,0.9854
556.716,499.083,vegetative,0.9944
860.594,506.175,vegetative,0.9919
1162.784,507.159,vegetative,0.9935
374.589,511.063,stage2,0.7091
2048.597,511.521,vegetative,0.9789
737.740,511.573,vegetative,0.9916
1847.429,512.792,vegetative,0.9933
1798.846,519.129,complete,0.9969
2036.891,524.029,complete,0.8164
