x,y,name,confidence
348.558,5.672,vegetative,0.9900
779.417,6.453,vegetative,0.9890
968.233,10.544,stage5,0.8513
62.165,12.328,vegetative,0.9687
720.587,13.508,vegetative,0.9881
819.543,16.854,vegetative,0.9921
197.539,17.962,vegetative,0.9859
1647.023,18.027,vegetative,0.9946
1181.135,19.960,vegetative,0.9906
1863.212,20.385,vegetative,0.9933
1384.466,33.251,vegetative,0.9914
116.387,42.795,vegetative,0.9859
1073.616,55.940,vegetative,0.9951
319.724,62.810,vegetative,0.9904
504.312,65.477,vegetative,0.3811
503.962,72.764,stage2,0.3904
1873.697,82.046,complete,0.5911
1840.713,82.989,vegetative,0.9915
19.736,84.087,vegetative,0.9829
559.422,88.866,vegetative,0.9903
182.243,101.446,vegetative,0.9853
1573.721,106.381,vegetative,0.9902
299.827,107.635,vegetative,0.9889
788.328,121.098,complete,0.5676
783.348,127.903,stage2,0.5484
2022.564,129.443,vegetative,0.9925
49.568,143.596,vegetative,0.9849
1388.414,156.006,vegetative,0.9913
1701.140,159.634,vegetative,0.9947
1626.593,162.032,vegetative,0.9877
163.893,162.559,vegetative,0.9884
1308.405,163.964,vegetative,0.9934
744.979,167.538,vegetative,0.9928
841.518,173.464,vegetative,0.9922
449.555,174.212,vegetative,0.9912
19.263,175.761,vegetative,0.9320
1549.260,182.168,complete,0.9508
887.539,189.567,vegetative,0.9925
616.528,201.570,vegetative,0.9939
988.864,204.946,vegetative,0.9913
338.524,224.194,vegetative,0.9930
1825.256,236.140,vegetative,0.9672
1408.974,244.557,vegetative,0.9945
1610.189,254.705,vegetative,0.9909
1983.031,257.859,vegetative,0.9604
274.609,261.062,vegetative,0.9913
823.878,264.912,vegetative,0.9947
1042.874,265.356,vegetative,0.9907
969.881,269.047,complete,0.9818
720.055,269.491,vegetative,0.9940
1448.645,273.922,vegetative,0.9933
1327.930,280.702,vegetative,0.9930
470.909,282.655,vegetative,0.9914
1611.501,297.119,vegetative,0.9941
144.485,304.772,vegetative,0.9897
383.395,307.888,vegetative,0.9902
11.035,313.120,vegetative,0.9827
2071.962,313.205,vegetative,0.9892
860.880,314.080,complete,0.4575
866.890,316.443,stage5,0.4938
1092.459,317.165,vegetative,0.9935
873.049,318.787,complete,0.4754
246.692,324.537,stage2,0.6275
1163.861,329.631,vegetative,0.9940
1852.037,342.207,vegetative,0.9932
1967.596,344.492,vegetative,0.9881
553.240,360.928,vegetative,0.9893
968.773,361.660,complete,0.9930
501.311,362.066,vegetative,0.9909
1640.931,366.688,vegetative,0.9926
1570.660,385.475,complete,0.9420
392.061,392.592,vegetative,0.9934
603.182,395.071,complete,0.4862
464.916,395.144,vegetative,0.9935
607.500,396.500,vegetative,0.3470
1976.528,396.524,vegetative,0.9814
1518.493,397.023,vegetative,0.9911
1550.000,400.500,vegetative,0.3998
1247.622,400.655,vegetative,0.9927
1560.419,405.742,vegetative,0.4531
629.930,405.916,vegetative,0.9921
1552.615,408.444,complete,0.5545
297.088,411.250,complete,0.7437
2089.030,416.530,vegetative,0.9919
2022.774,422.836,vegetative,0.9683
1832.115,430.820,stage5,0.5526
1826.247,436.827,vegetative,0.5459
1839.657,437.672,vegetative,0.4782
226.879,437.955,vegetative,0.9908
731.584,438.454,vegetative,0.9949
1834.500,442.714,stage5,0.4116
612.950,446.000,vegetative,0.9958
2025.842,450.141,stage5,0.9165
1298.419,450.661,vegetative,0.9929
384.319,451.385,vegetative,0.9907
985.669,452.221,complete,0.8351
498.324,456.154,vegetative,0.9915
1856.558,456.477,stage5,0.4683
70.526,456.819,vegetative,0.9440
1848.927,460.951,complete,0.3869
1864.550,463.267,vegetative,0.3983
1849.615,466.115,vegetative,0.3668
49.577,466.282,stage2,0.4975
1856.577,466.462,stage5,0.3547
308.634,493.241,vegetative,0.9912
1553.670,493.799,vegetative,0.9922
581.439,511.109,vegetative,0.9908
651.313,521.610,vegetative,0.9933
2056.207,536.826,vegetative,0.9907
557.951,545.370,vegetative,0.9915
1749.246,545.469,vegetative,0.9879
1320.136,546.712,vegetative,0.9407
1773.890,550.551,stage5,0.9589
1230.569,555.588,vegetative,0.9730
1036.965,559.778,vegetative,0.9926
601.599,563.648,vegetative,0.9948
374.148,571.511,vegetative,0.9942
1816.633,574.550,vegetative,0.9916
1404.525,580.089,vegetative,0.9915
1293.486,596.828,stage5,0.9919
316.232,601.032,vegetative,0.9917
1166.823,604.790,vegetative,0.9925
95.580,609.889,vegetative,0.9939
2102.919,622.989,stage5,0.9266
484.921,624.889,vegetative,0.9930
1860.900,633.374,vegetative,0.9911
228.521,634.229,vegetative,0.9940
549.580,634.807,vegetative,0.9939
1926.017,640.500,vegetative,0.8693
1496.531,643.859,stage5,0.9792
1644.528,645.000,vegetative,0.9899
1011.147,645.075,vegetative,0.9941
408.257,648.135,vegetative,0.9873
28.134,651.129,vegetative,0.9911
810.398,653.385,vegetative,0.9935
172.891,656.649,vegetative,0.9946
329.681,661.447,vegetative,0.9933
1149.287,662.296,stage5,0.7368
1195.293,666.437,vegetative,0.9953
1598.269,667.768,vegetative,0.9906
1700.662,672.726,vegetative,0.9896
1784.661,686.414,vegetative,0.8427
1301.857,691.304,vegetative,0.9928
1926.287,693.535,vegetative,0.9894
384.443,696.829,stage5,0.5852
1517.909,697.044,vegetative,0.9905
370.200,705.005,stage2,0.6782
2040.956,709.725,vegetative,0.9834
682.563,739.422,vegetative,0.9916
308.967,739.935,stage5,0.4562
1854.174,745.270,vegetative,0.9901
312.750,746.625,stage2,0.3530
305.636,747.136,stage2,0.3783
309.111,748.389,vegetative,0.3687
1311.255,748.483,vegetative,0.9944
480.158,752.339,vegetative,0.9910
1630.033,760.478,vegetative,0.9914
2091.592,760.580,vegetative,0.9848
552.450,775.317,vegetative,0.9929
1274.275,779.548,vegetative,0.9888
1057.497,792.537,vegetative,0.9931
979.632,797.906,vegetative,0.9919
1324.642,799.444,vegetative,0.9882
1125.499,801.170,vegetative,0.9907
721.345,801.506,stage5,0.6924
242.918,801.835,vegetative,0.6229
1022.489,803.983,vegetative,0.8044
1567.516,804.618,vegetative,0.9919
364.048,807.352,vegetative,0.9905
83.594,812.186,vegetative,0.9944
730.064,837.206,stage2,0.6943
1520.984,844.650,vegetative,0.9167
1105.530,847.532,vegetative,0.9873
753.156,851.182,vegetative,0.9938
